iteration,block,gen,kill,in,out
2,B87,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D50}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D50}"
2,B88,{D51},"{D49, D58, D59, D60}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D50}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D50, D51}"
2,B89,{D52},"{D50, D61}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D50, D51}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52}"
2,B90,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52}"
2,B91,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52}"
2,B92,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}"
2,B93,"{D53, D54}",{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}"
2,B94,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}"
2,B95,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}"
2,B96,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}"
2,B97,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}"
2,B98,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}"
2,B99,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}"
2,B100,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}"
2,B101,{D55},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55}"
2,B102,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55}"
2,B103,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55}"
2,B104,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55}"
2,B105,"{D56, D57}","{D29, D36}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55, D56, D57}"
2,B106,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55, D56, D57}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55, D56, D57}"
2,B107,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55, D56, D57}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55, D56, D57}"
2,B108,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55, D56, D57}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55, D56, D57}"
2,B109,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55, D56, D57}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55, D56, D57}"
2,B110,{D58},"{D49, D51, D59, D60}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55, D56, D57}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58}"
2,B111,{D59},"{D49, D51, D58, D60}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D59}"
2,B112,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}"
2,B113,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}"
2,B114,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}"
2,B115,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}"
2,B116,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}"
2,B117,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}"
2,B118,{D60},"{D49, D51, D58, D59}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D60}"
2,B119,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60}"
2,B120,{D61},"{D50, D52}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D53, D54, D55, D56, D57, D58, D59, D60, D61}"
2,B121,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61}"
2,B122,"{D64, D66, D67, D68}","{D37, D39, D40, D41, D43, D44, D45, D62, D63, D65, D69}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61}","{D38, D42, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61, D64, D66, D67, D68}"
2,B123,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61, D64, D66, D67, D68}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61, D64, D66, D67, D68}"
2,B124,"{D69, D70}","{D41, D42, D45, D46, D63, D66}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61, D64, D66, D67, D68}","{D37, D38, D39, D40, D43, D44, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61, D64, D67, D68, D69, D70}"
2,B125,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61, D64, D66, D67, D68, D69, D70}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61, D64, D66, D67, D68, D69, D70}"
2,B126,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61, D64, D66, D67, D68, D69, D70}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61, D64, D66, D67, D68, D69, D70}"
2,B127,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61, D64, D66, D67, D68, D69, D70}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61, D64, D66, D67, D68, D69, D70}"
3,B0,{},{},{},{}
3,B1,{},{},{D1},{D1}
3,B2,{D1},{},{D1},{D1}
3,B3,{},{},{D1},{D1}
3,B4,{},{},{D1},{D1}
3,B5,{D2},{D3},"{D1, D2}","{D1, D2}"
3,B6,{},{},"{D1, D2}","{D1, D2}"
3,B7,{},{},{},{}
3,B8,{D3},{D2},{D3},{D3}
3,B9,{},{},{D3},{D3}
3,B10,{D4},"{D11, D14, D16, D18, D20, D23, D25, D27, D32, D6, D8}","{D3, D4, D5}","{D3, D4, D5}"
3,B11,{D5},"{D12, D15, D17, D19, D21, D24, D26, D28, D34, D7, D9}","{D3, D4, D5}","{D3, D4, D5}"
3,B12,{},{},"{D3, D4, D5}","{D3, D4, D5}"
3,B13,{D6},"{D11, D14, D16, D18, D20, D23, D25, D27, D32, D4, D8}","{D3, D4, D5, D6, D7}","{D3, D5, D6, D7}"
3,B14,{D7},"{D12, D15, D17, D19, D21, D24, D26, D28, D34, D5, D9}","{D3, D5, D6, D7}","{D3, D6, D7}"
3,B15,{},{},"{D3, D6, D7}","{D3, D6, D7}"
3,B16,{D8},"{D11, D14, D16, D18, D20, D23, D25, D27, D32, D4, D6}","{D10, D3, D6, D7, D8, D9}","{D10, D3, D7, D8, D9}"
3,B17,{D9},"{D12, D15, D17, D19, D21, D24, D26, D28, D34, D5, D7}","{D10, D3, D7, D8, D9}","{D10, D3, D8, D9}"
3,B18,{D10},{D13},"{D10, D3, D8, D9}","{D10, D3, D8, D9}"
3,B19,{},{},"{D10, D3, D8, D9}","{D10, D3, D8, D9}"
3,B20,{},{},"{D10, D3, D8, D9}","{D10, D3, D8, D9}"
3,B21,{D11},"{D14, D16, D18, D20, D23, D25, D27, D32, D4, D6, D8}","{D10, D11, D12, D3, D8, D9}","{D10, D11, D12, D3, D9}"
3,B22,{D12},"{D15, D17, D19, D21, D24, D26, D28, D34, D5, D7, D9}","{D10, D11, D12, D3, D9}","{D10, D11, D12, D3}"
3,B23,{},{},"{D10, D11, D12, D3}","{D10, D11, D12, D3}"
3,B24,{D13},{D10},{},{D13}
3,B25,{},{},{D13},{D13}
3,B26,{},{},{D13},{D13}
3,B27,{},{},{D13},{D13}
3,B28,{},{},{D13},{D13}
3,B29,{},{},{D13},{D13}
3,B30,{},{},{D13},{D13}
3,B31,{},{},{D13},{D13}
3,B32,{D14},"{D11, D16, D18, D20, D23, D25, D27, D32, D4, D6, D8}","{D13, D14, D15}","{D13, D14, D15}"
3,B33,{D15},"{D12, D17, D19, D21, D24, D26, D28, D34, D5, D7, D9}","{D13, D14, D15}","{D13, D14, D15}"
3,B34,{},{},"{D13, D14, D15}","{D13, D14, D15}"
3,B35,{},{},"{D13, D14, D15}","{D13, D14, D15}"
3,B36,{},{},"{D13, D14, D15}","{D13, D14, D15}"
3,B37,{},{},{},{}
3,B38,{D16},"{D11, D14, D18, D20, D23, D25, D27, D32, D4, D6, D8}","{D16, D17}","{D16, D17}"
3,B39,{D17},"{D12, D15, D19, D21, D24, D26, D28, D34, D5, D7, D9}","{D16, D17}","{D16, D17}"
3,B40,{},{},"{D16, D17}","{D16, D17}"
3,B41,{D18},"{D11, D14, D16, D20, D23, D25, D27, D32, D4, D6, D8}","{D16, D17, D18, D19}","{D17, D18, D19}"
3,B42,{D19},"{D12, D15, D17, D21, D24, D26, D28, D34, D5, D7, D9}","{D17, D18, D19}","{D18, D19}"
3,B43,{},{},"{D18, D19}","{D18, D19}"
3,B44,{D20},"{D11, D14, D16, D18, D23, D25, D27, D32, D4, D6, D8}","{D18, D19, D20, D21}","{D19, D20, D21}"
3,B45,{D21},"{D12, D15, D17, D19, D24, D26, D28, D34, D5, D7, D9}","{D19, D20, D21}","{D20, D21}"
3,B46,{},{},"{D20, D21}","{D20, D21}"
3,B47,{D22},{},"{D20, D21, D22}","{D20, D21, D22}"
3,B48,{},{},"{D20, D21, D22}","{D20, D21, D22}"
3,B49,{D23},"{D11, D14, D16, D18, D20, D25, D27, D32, D4, D6, D8}","{D20, D21, D22, D23, D24}","{D21, D22, D23, D24}"
3,B50,{D24},"{D12, D15, D17, D19, D21, D26, D28, D34, D5, D7, D9}","{D21, D22, D23, D24}","{D22, D23, D24}"
3,B51,{},{},"{D22, D23, D24}","{D22, D23, D24}"
3,B52,{D25},"{D11, D14, D16, D18, D20, D23, D27, D32, D4, D6, D8}","{D22, D23, D24, D25, D26}","{D22, D24, D25, D26}"
3,B53,{D26},"{D12, D15, D17, D19, D21, D24, D28, D34, D5, D7, D9}","{D22, D24, D25, D26}","{D22, D25, D26}"
3,B54,{},{},"{D22, D25, D26}","{D22, D25, D26}"
3,B55,{D27},"{D11, D14, D16, D18, D20, D23, D25, D32, D4, D6, D8}","{D22, D25, D26, D27, D28}","{D22, D26, D27, D28}"
3,B56,{D28},"{D12, D15, D17, D19, D21, D24, D26, D34, D5, D7, D9}","{D22, D26, D27, D28}","{D22, D27, D28}"
3,B57,{},{},"{D22, D27, D28}","{D22, D27, D28}"
3,B58,{},{},"{D22, D27, D28}","{D22, D27, D28}"
3,B59,{},{},"{D22, D27, D28}","{D22, D27, D28}"
3,B60,{},{},"{D22, D27, D28}","{D22, D27, D28}"
3,B61,{},{},"{D22, D27, D28}","{D22, D27, D28}"
3,B62,{},{},"{D22, D27, D28}","{D22, D27, D28}"
3,B63,{D29},"{D36, D57}","{D22, D27, D28}","{D22, D27, D28, D29}"
3,B64,{D30},{},"{D22, D27, D28, D29, D30, D31}","{D22, D27, D28, D29, D30, D31}"
3,B65,{D31},{},"{D22, D27, D28, D29, D30, D31}","{D22, D27, D28, D29, D30, D31}"
3,B66,{D32},"{D11, D14, D16, D18, D20, D23, D25, D27, D4, D6, D8}","{D22, D27, D28, D29, D30, D31, D32, D33}","{D22, D28, D29, D30, D31, D32, D33}"
3,B67,{D33},{},"{D22, D28, D29, D30, D31, D32, D33}","{D22, D28, D29, D30, D31, D32, D33}"
3,B68,{D34},"{D12, D15, D17, D19, D21, D24, D26, D28, D5, D7, D9}","{D22, D28, D29, D30, D31, D32, D33, D34}","{D22, D29, D30, D31, D32, D33, D34}"
3,B69,{},{},"{D22, D29, D30, D31, D32, D33, D34}","{D22, D29, D30, D31, D32, D33, D34}"
3,B70,"{D35, D36}","{D29, D57}","{D22, D29, D30, D31, D32, D33, D34}","{D22, D30, D31, D32, D33, D34, D35, D36}"
3,B71,{},{},"{D22, D29, D30, D31, D32, D33, D34}","{D22, D29, D30, D31, D32, D33, D34}"
3,B72,{D37},"{D39, D43, D62, D65, D67}",{},{D37}
3,B73,{},{},"{D37, D38}","{D37, D38}"
3,B74,{D38},{},"{D37, D38}","{D37, D38}"
3,B75,{},{},"{D37, D38}","{D37, D38}"
3,B76,"{D39, D40}","{D37, D43, D44, D62, D65, D67, D68}","{D37, D38}","{D38, D39, D40}"
3,B77,{},{},"{D37, D38, D39, D40}","{D37, D38, D39, D40}"
3,B78,"{D41, D42}","{D45, D46, D63, D66, D69, D70}","{D37, D38, D39, D40}","{D37, D38, D39, D40, D41, D42}"
3,B79,{},{},"{D37, D38, D39, D40, D41, D42}","{D37, D38, D39, D40, D41, D42}"
3,B80,"{D43, D44, D45, D46, D47}","{D37, D39, D40, D41, D42, D48, D62, D63, D65, D66, D67, D68, D69, D70}","{D37, D38, D39, D40, D41, D42}","{D38, D43, D44, D45, D46, D47}"
3,B81,{D48},{D47},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D47}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48}"
3,B82,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48}"
3,B83,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48}"
3,B84,{D49},"{D51, D58, D59, D60}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49}"
3,B85,{D50},"{D52, D61}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D50}"
3,B86,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D50}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D50}"
3,B87,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D50}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D50}"
3,B88,{D51},"{D49, D58, D59, D60}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D50}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D50, D51}"
3,B89,{D52},"{D50, D61}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D50, D51}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52}"
3,B90,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52}"
3,B91,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52}"
3,B92,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}"
3,B93,"{D53, D54}",{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}"
3,B94,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}"
3,B95,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}"
3,B96,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}"
3,B97,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}"
3,B98,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}"
3,B99,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}"
3,B100,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}"
3,B101,{D55},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55}"
3,B102,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55}"
3,B103,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55}"
3,B104,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55}"
3,B105,"{D56, D57}","{D29, D36}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55, D56, D57}"
3,B106,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55, D56, D57}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55, D56, D57}"
3,B107,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55, D56, D57}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55, D56, D57}"
3,B108,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55, D56, D57}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55, D56, D57}"
3,B109,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55, D56, D57}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55, D56, D57}"
3,B110,{D58},"{D49, D51, D59, D60}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D49, D51, D52, D53, D54, D55, D56, D57}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58}"
3,B111,{D59},"{D49, D51, D58, D60}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D59}"
3,B112,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}"
3,B113,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}"
3,B114,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}"
3,B115,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}"
3,B116,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}"
3,B117,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}"
3,B118,{D60},"{D49, D51, D58, D59}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D60}"
3,B119,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60}"
3,B120,{D61},"{D50, D52}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D53, D54, D55, D56, D57, D58, D59, D60, D61}"
3,B121,{},{},"{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61}"
3,B122,"{D64, D66, D67, D68}","{D37, D39, D40, D41, D43, D44, D45, D62, D63, D65, D69}","{D37, D38, D39, D40, D41, D42, D43, D44, D45, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61}","{D38, D42, D46, D48, D52, D53, D54, D55, D56, D57, D58, D59, D60, D61, D64, D66, D67, D68}"
